"CO_ENTIDADE","NO_ENTIDADE","NO_MUNICIPIO","TP_DEPENDENCIA","TP_CATEGORIA_ESCOLA_PRIVADA","NO_BAIRRO","QT_FUNCIONARIOS","QT_PROF_MONITORES"
"26157462","CRECHE MUNICIPAL TIA EMILIA","Recife","3","","DOIS UNIDOS","1","0"
"26157489","CRECHE MUNICIPAL CASINHA AZUL","Recife","3","","IPUTINGA","1","0"
"26157527","COLEGIO TERCEIRO MILENIO LTDA","Recife","4","1","ESPINHEIRO","1","0"
"26157543","INSTITUTO MARCOS PAULO","Recife","4","1","BREJO DA GUABIRABA","1","0"
"26157551","CMEI NOVO PINA","Recife","3","","PINA","1","0"
"26157560","CRECHE MUNICIPAL VINDE A MIM AS CRIANCINHAS","Recife","3","","MADALENA","1","0"
"26157578","CRECHE MUNICIPAL JOAO EUGENIO","Recife","3","","IPUTINGA","1","0"
"26157640","INSTITUTO PAULA EMILIA LTDA ME","Recife","4","","JARDIM SAO PAULO","",""
"26157845","ESCOLA MUNICIPAL PROFESSOR JOAO BATISTA LIPPO NETO","Recife","3","","VARZEA","1","0"
"26157888","ESCOLA MUNICIPAL PASTOR JOSE MUNGUBA SOBRINHO","Recife","3","","JORDAO","1","0"
"26157977","UPE-FACUL DE ENFERMAGEM N SRA DAS GRACAS","Recife","2","","SANTO AMARO","",""
"26157985","ESCOLA TECNICA ESTADUAL DE CRIATIVIDADE MUSICAL","Recife","2","","BOA VISTA","1","0"
"26158124","CRECHE MAJOR PM JENER TENORIO DE H TIO JENE","Recife","4","","DERBY","",""
"26158280","ESCOLA MUNICIPAL JARDIM UCHOA","Recife","3","","AREIAS","1","0"
"26158299","ESCOLA MUNICIPAL PROFESSOR JULIO DE OLIVEIRA","Recife","3","","IMBIRIBEIRA","1","0"
"26158302","ESCOLA MUNICIPAL PROFESSOR JOAO FRANCISCO DE SOUZA","Recife","3","","VARZEA","0","0"
"26158310","ESCOLA MUNICIPAL ISAAC PEREIRA DA SILVA","Recife","3","","AREIAS","1","0"
"26158329","ESCOLA MUNICIPAL DEPUTADO EDSON CANTARELLI","Recife","3","","IBURA","1","0"
"26158361","CONSELHO COMUNITARIO DA MUSTARDINHA","Recife","4","","MUSTARDINHA","",""
"26158370","ESCOLA MUNICIPAL PROFESSOR ORLANDO PARAHYM","Recife","3","","COHAB","1","0"
"26158400","ESCOLA MUNICIPAL NOVO MANGUE","Recife","3","","ILHA JOANA BEZERRA","1","0"
"26158701","CRECHE MUNICIPAL PROFESSOR FRANCISCO DO AMARAL LOPES","Recife","3","","SANTO AMARO","1","0"
"26158752","ESCOLA MUNICIPAL CORREGO DO EUCLIDES","Recife","3","","MORRO DA CONCEICAO","1","0"
"26159392","CLUBE DE MAES DEUS E AMOR","Recife","4","","CORDEIRO","",""
"26159406","ESCOLA MARIA DE NAZARE","Recife","4","","CORDEIRO","",""
"26159724","ESCOLINHA MENINA FLOR","Recife","4","1","VASCO DA GAMA","1","0"
"26159856","EDUCANDARIO GENTE MIUDA","Recife","4","1","BOMBA DO HEMETERIO","1","0"
"26159910","ASSOC MORAD IBURA DE BAIXO PAZ E AMOR","Recife","4","","IBURA","",""
"26159929","ASSOC BENEF DEFESA DOS MORAD DO B COQUEIRAL AD","Recife","4","","COQUEIRAL","",""
"26159953","ASSOCIACAO DE MENOR CARENTE","Recife","4","","MADALENA","",""
"26159961","CENTRO COMUNITARIO DO JARDIM MONTE VERDE","Recife","4","","COHAB","",""
"26159996","ASSOCIACAO DE MORADORES DP B DA MANGUEIRA","Recife","4","","COHAB","",""
"26160064","GRUPO DE ACAO COMUNITARIA MENINO JESUS DE S M","Recife","4","","BARRO","",""
"26160072","ASSOCIACAO UNIDA DOS MORADORES AUMUR - 1 E 2","Recife","4","","COHAB","",""
"26160099","ASSOCIACAO DAS MULHERES DA UR - 04","Recife","4","","IBURA","",""
"26160102","GRUPO DE MAES JORDAO BAIXO","Recife","4","","IPSEP","",""
"26160153","CENTRO EDUCACIONAL ANA MARIA FERREIRA","Recife","4","","CAMPINA DO BARRETO","",""
"26160161","CONSELHO DE MORADORES DO BAIRRO DO IPSEP","Recife","4","","IPSEP","",""
"26160170","ESCOLA COMUN CONS DE MULHERES DO PARQUE CORDEIRO","Recife","4","","CORDEIRO","",""
"26160188","GREMIO SOCIAL RECR ESPOR BUCHUDOS DO CORDEIRO","Recife","4","","CORDEIRO","",""
"26160196","CLUBE DE MAES DE COQUEIRAL","Recife","4","2","COQUEIRAL","1","0"
"26160242","ESC PAULISTANA DE DESENV PROFISSIONAL","Recife","4","","TORREAO","",""
"26160285","ASSOCIACAO DOS MORADORES DA XIMBORE","Recife","4","","AREIAS","",""
"26160307","COLEGIO MOTIVO","Recife","4","1","IMBIRIBEIRA","1","1"
"26160331","CENT DE ORIENT DEF E APOIO COMUNID E INST SOCIAIS","Recife","4","","ENGENHO DO MEIO","",""
"26160340","SENAI CENTRO DE FORMACAO PROFISSIONAL JOSEPH TURTON JUNIOR","Recife","4","1","AREIAS","1","0"
"26161036","ESCOLA FUTURO CIDADAO","Recife","4","1","COHAB","1","0"
"26161109","ASSOCIACAO INDEPENDENTE DOS AMIGOS DA UR 2","Recife","4","","IBURA","",""
"26161141","C EDUC COMUNITARIO DO TRENZINHO","Recife","4","","IMBIRIBEIRA","",""
"26161931","CLUBE DE MAES DONA LILA","Recife","4","","JORDAO","",""
"26161982","ASSOCIACAO DE ACAO COMUNITARIA DE BRASILIA TEIMOSA","Recife","4","","BRASILIA TEIMOSA","",""
"26162016","COLEGIO PONTUAL CENTRO EDUCACIONAL LTDA","Recife","4","1","VARZEA","1","0"
"26162032","COLEGIO NAP NUCLEO DE ACAO PEDAGOGICA","Recife","4","","CASA FORTE","",""
"26162040","COMISSAO DE SAUDE INDEP DE RODA DE FOGO","Recife","4","","TORROES","",""
"26162075","SERVICO SOCIAL DO COMERCIO SESC SANTO AMARO","Recife","4","1","SANTO AMARO","1","0"
"26162199","ESCOLA TECNICA LEIAUT CARIELO","Recife","4","1","SOLEDADE","1","1"
"26162202","ESCOLA TEOFILA ADRIANO","Recife","4","","BOA VISTA","",""
"26162822","ESCOLA PEQUENO PRINCIPE","Recife","4","1","JORDAO","1","0"
"26162865","ESCOLA REINO DO SABER","Recife","4","","AREIAS","",""
"26162911","GRUPO DE MAES NOSSA SENHORA DO CARMO","Recife","4","","CORDEIRO","",""
"26162946","CENTRO DE ATIVIDADES COMUNITARIA DO JORDAO ALTO","Recife","4","","JORDAO","",""
"26163039","COLEGIO GGE","Recife","4","1","IMBIRIBEIRA","1","1"
"26163080","COOPERATIVA DE PRODUCAO VISUAL E ARTES MANUAIS","Recife","4","","IPUTINGA","",""
"26163101","ESCOLA COMUNITARIA FORCA JOVEN","Recife","4","","VARZEA","",""
"26163179","CENTRO CULTURAL RECREATIVO DO PANTANAL","Recife","4","","IMBIRIBEIRA","",""
"26163209","CENTRO ESPIRITA DE UMBANDA MESTRE CIBAMBA","Recife","4","","IBURA","",""
"26163225","ESC CRISTA BESSONI","Recife","4","1","AFOGADOS","1","0"
"26163373","ASSOCIACAO DOS MORADORES DA RUA DOS PRAZERES","Recife","4","","AREIAS","",""
"26163381","ESCOLA SAO LUCAS","Recife","4","","JARDIM SAO PAULO","",""
"26163403","ASSOCIACAO DE MULHERES DE BEIRINHA","Recife","4","2","AREIAS","1","0"
"26163438","CENTRO DE EDUCACAO POPULAR MAILDE ARAUJO","Recife","4","","BRASILIA TEIMOSA","",""
"26163462","CONSELHO DOS MORADORES DO JIQUIA","Recife","4","2","AFOGADOS","","0"
"26163497","ESCOLA DO GRAO DE MOSTARDA","Recife","4","","","",""
"26163535","CONEXAO COLEGIO E CURSO","Recife","4","","IPUTINGA","",""
"26163586","ASS COM BENEF DE JOV E SRA DE MONS FABRICIO E ADJ","Recife","4","","IPUTINGA","",""
"26163624","COLEGIO IDEIA","Recife","4","1","MADALENA","1","0"
"26163667","PARAISO COLEGIO E CURSO","Recife","4","","DOIS UNIDOS","",""
"26163705","ESCOLA MONTEIRO LIRA","Recife","4","","VARZEA","",""
"26163730","CENTRO EDUCACIONAL MIRIAM IMELDA","Recife","4","2","DOIS UNIDOS","1","0"
"26163780","ESCOLA COMUNITARIA TOM E JERRY","Recife","4","2","CORREGO DO JENIPAPO","","0"
"26163870","CONSELHO COMUNITARIO DA MUSTARDINHA","Recife","4","","MUSTARDINHA","",""
"26163900","IGREJA EVANGELICA BATISTA REMIDOS DO SENHOR","Recife","4","","COHAB","",""
"26163926","FACULDADE DE TECNOLOGIA IBRATEC","Recife","4","","JARDIM JORDAO","",""
"26164060","COLEGIO TRIUNFO","Recife","4","1","ARRUDA","1","0"
"26164116","CENESPE UNIDADE DE ASSISTENCIA INTEGRADA","Recife","4","","ENCRUZILHADA","",""
"26164230","ASSOCIACAO DOS MORADORES DA ESTANCIA","Recife","4","","ESTANCIA","",""
"26164329","ESCOLA LUZ E VIDA","Recife","4","","IPUTINGA","",""
"26164361","ESCOLA MUNICIPAL JOSE MUCIO MONTEIRO","Recife","3","","COHAB","1","0"
"26164388","CENTRO EDUCACIONAL COMUNITARIO REDENCAO","Recife","4","2","CAMPINA DO BARRETO","0","0"
"26164655","CENTRO BENEFICIENTE FILANTROPICO DO BONGI","Recife","4","","CORDEIRO","",""
"26164698","GRUPAO DO ALTO JORDAO","Recife","4","2","JORDAO ALTO","1","0"
"26164701","ESCOLA MUNICIPAL PARQUE DOS MILAGRES","Recife","3","","BARRO","1","0"
"26164736","ESCOLA PROFISSIONALIZANTE DE ENFERMAGEM DE ISRAEL","Recife","4","1","TAMARINEIRA","1","0"
"26165155","BL CARNAVAL CRIANCA SEM EDUC E CRIANCA SEM FUTURO","Recife","4","","PRADO","",""
"26165309","CLUBE DE MAES MARIA DE NAZARE","Recife","4","","VARZEA","",""
"26165333","COLEGIO E CURSO PRE AREA II","Recife","4","","IMBIRIBEIRA","",""
"26166402","CENTRO PROFISSIONAL II","Recife","4","","BOA VISTA","",""
"26166593","ESCOLA MUNICIPAL ALTO DO PASCOAL","Recife","3","","AGUA FRIA","1","0"
"26166607","ESCOLA MUNICIPAL DE BEBERIBE","Recife","3","","BEBERIBE","1","0"
"26166623","ESCOLA MUNICIPAL CAMPINA DO BARRETO","Recife","3","","CAJUEIRO","1","0"
"26166631","ESCOLA MUNICIPAL ENGENHEIRO EDINALDO MIRANDA DE OLIVEIRA","Recife","3","","ENCRUZILHADA","1","0"
"26166640","ESCOLA MUNICIPAL DE AGUA FRIA","Recife","3","","CAMPINA DO BARRETO","1","0"
"26166658","ESCOLA MUNICIPAL DE CASA AMARELA","Recife","3","","MACAXEIRA","1","0"
"26166666","ESCOLA MUNICIPAL PROFESSOR JOSE SOARES DA SILVA","Recife","3","","NOVA DESCOBERTA","1","0"
"26166690","INSTITUTO RENASCER","Recife","4","1","AGUA FRIA","1","0"
"26166801","ESCOLA NOSSA SRA DAS GRACAS","Recife","4","","BOMBA DO HEMETERIO","",""
"26166879","INSTITUTO NOVAS IDEIAS","Recife","4","","CASA AMARELA","",""
"26166887","DECISAO MASTER COLEGIO E CURSO","Recife","4","","CASA AMARELA","",""
"26166895","ESCOLA CASTELO ENCANTADO LTDA","Recife","4","1","CASA AMARELA","1","0"
"26166909","ESCOLA RECANTO FELIZ","Recife","4","1","CASA AMARELA","1","0"
"26166941","COLEGIO UNIVERSO DO SABER","Recife","4","1","CAMPO GRANDE","1","0"
"26166976","COLEGIO CASAFORTE","Recife","4","1","CASA FORTE","1","0"
"26166984","EDUCANDARIO NOVA ERA","Recife","4","1","DOIS UNIDOS","1","0"
"26167000","EDUCANDARIO TIA NICE","Recife","4","1","DOIS IRMAOS","1","1"
"26167034","ESCOLA UNIAO COMUNITARIA","Recife","4","4","GUABIRABA","1","0"
"26167085","ESCOLA SABOR DA INFANCIA","Recife","4","1","NOVA DESCOBERTA","1","1"
"26167093","EDUCANDARIO RITA BARBOSA","Recife","4","1","PORTO DA MADEIRA","1","0"
"26167107","CENTRO PROFISSIONALIZANTE DE SAUDE IRMA DULCE","Recife","4","1","SANTO AMARO","1","0"
"26167115","SESI VASCO DA GAMA","Recife","4","1","VASCO DA GAMA","1","0"
"26167123","EDUCANDARIO CAMINHO DIDATICO","Recife","4","1","MORRO DA CONCEICAO","1","0"
"26167794","CLUBE DE MAES N SRA DA CONCEICAO","Recife","4","","VARZEA","",""
"26167808","ESCOLA MUNICIPAL SERRA DA PRATA","Recife","3","","COHAB","1","0"
"26167840","ESCOLA MUNICIPAL UR 05","Recife","3","","COHAB","1","0"
"26167859","CRECHE MUNICIPAL CHICO MENDES","Recife","3","","CACOTE","1","0"
"26167867","ASSSOC DOS MORADORES DA VILA DANCING DAYS","Recife","4","","IMBIRIBEIRA","",""
"26167891","ESCOLA MUNICIPAL PROFESSOR JOSUE DE CASTRO","Recife","3","","ILHA JOANA BEZERRA","1","0"
"26167913","CLUBE DE MAES FUTURO DO AMANHA DE SAN MARTIN","Recife","4","2","SAN MARTIN","1","0"
"26167948","ASSOC DOS MORAD DO BAIRRO DE BOMBA GRANDE","Recife","4","","VARZEA","",""
"26167964","ASSOC GRUPO DE MAES DA AMIZADE DOS TORROES","Recife","4","","TORROES","",""
"26167980","C DE EDUCACAO COMUNITARIA GABRIELA FELIZ","Recife","4","2","CAXANGA","1","1"
"26168006","ASSOC DOS MORADADORES DO SITIO DO BERARDO","Recife","4","","VARZEA","",""
"26168014","SOC BENEFICENTE MISTA 12 DE OUTUBRO","Recife","4","2","AREIAS","","0"
"26168073","ESCOLA MUNICIPAL DO BARRO","Recife","3","","BARRO","1","0"
"26168111","ESCOLA MUNICIPAL DO PANTANAL","Recife","3","","BARRO","1","0"
"26168120","ESCOLA MUNICIPAL DO SANCHO","Recife","3","","SANCHO","1","0"
"26168138","ESCOLA MUNICIPAL POETA JOAO CABRAL DE MELO NETO","Recife","3","","PINA","1","0"
"26168154","SESI IBURA","Recife","4","1","IBURA","1","0"
"26168162","ESCOLA NOVO TEMPO","Recife","4","","CURADO","",""
"26168170","ESCOLA NOSSO ESPACO","Recife","4","1","AREIAS","1","0"
"26168197","ESC COMUNITARIA N SRA DO CARMO","Recife","4","","VARZEA","",""
"26168227","ESCOLA MUNICIPAL IBURA DE BAIXO","Recife","3","","IBURA","1","0"
"26168863","EDUCANDARIO RECANTO INFANTIL","Recife","4","1","LINHA DO TIRO","","0"
"26168871","EDUCANDARIO CRIANDO E RECRIANDO","Recife","4","1","NOVA DESCOBERTA","1","0"
"26170310","INSTITUTO ENCANTO DO SABER","Recife","4","","","",""
"26170329","ESCOLA HORIZONTE AZUL","Recife","4","","","",""
"26170337","COLEGIO SANTA TERESA","Recife","4","1","IMBIRIBEIRA","1","0"
"26170345","EDUCANDARIO EMANOEL SANTOS","Recife","4","","TORROES","",""
"26170400","INST ESP SEMEAD DA FE CRECHE MORADA DA FELICIDADE","Recife","4","2","IPUTINGA","1","0"
"26170418","ASSOCIACAO DOS MORADORES DA UR1 IBURA","Recife","4","","","",""
"26170450","ESCOLA SAO MIGUEL LTDA","Recife","4","1","VARZEA","1","0"
"26170469","NIP - ESCOLA DE EDUCACAO APLICADA","Recife","4","1","AREIAS","1","1"
"26170477","SERVICO SOCIAL DO COMERCIO SESC CASA AMARELA","Recife","4","1","MANGABEIRA","1","0"
"26170485","COLEGIO SABER FAZER LTDA ME","Recife","4","1","BOMBA DO HEMETERIO","1","0"
"26170493","ESCOLA SANTA BERNADETE","Recife","4","4","CAMPINA DO BARRETO","1","0"
"26170507","COLEGIO SANTA LUISA DE MARILLAC","Recife","4","1","PARNAMIRIM","1","0"
"26170515","CTM COLEGIO E CURSO LTDA","Recife","4","1","ESPINHEIRO","1","0"
"26170531","INSTITUTO ESPACO CRIATIVO","Recife","4","1","PORTO DA MADEIRA","1","0"
"26170639","ESCOLA MUNICIPAL ASA BRANCA","Recife","3","","COHAB","1","0"
"26170647","ESCOLA MUNICIPAL DIACONO ABEL GUEIROS","Recife","3","","MACAXEIRA","1","0"
"26170663","ESCOLA MUNICIPAL JARDIM MONTE VERDE","Recife","3","","COHAB","1","0"
"26170671","ESCOLA MUNICIPAL MAESTRO NELSON FERREIRA","Recife","3","","IBURA","1","0"
"26170710","ESCOLA MUNICIPAL SITIO DO BERARDO","Recife","3","","MADALENA","1","0"
"26170728","CRECHE MUNICIPAL SITIO GRANDE","Recife","3","","IMBIRIBEIRA","0","0"
"26170736","CRECHE MUNICIPAL ESPERANCA","Recife","3","","TORROES","1","0"
"26170744","ESCOLA MUNICIPAL LADJANE BANDEIRA","Recife","3","","AGUA FRIA","1","0"
"26170779","ESCOLA MUNICIPAL CHICO MENDES","Recife","3","","CACOTE","1","0"
"26170795","ESCOLA MUNICIPAL POETA CARLOS PENA FILHO","Recife","3","","VARZEA","1","0"
"26171643","CRECHE MUNICIPAL ARITANA","Recife","3","","IMBIRIBEIRA","1","0"
"26171651","CRECHE MUNICIPAL MONTE DAS OLIVEIRAS","Recife","3","","NOVA DESCOBERTA","1","0"
"26171660","CRECHE MUNICIPAL NOSSA SENHORA DE FATIMA","Recife","3","","NOVA DESCOBERTA","1","0"
"26171678","CRECHE MUNICIPAL SONHO DE CRIANCA","Recife","3","","IBURA","1","0"
"26171716","ESCOLA MUNICIPAL ARTISTA PLASTICO CICERO DIAS","Recife","3","","COHAB","1","0"
"26171724","ESCOLA MUNICIPAL JOAO AMAZONAS","Recife","3","","DOIS UNIDOS","1","0"
"26171732","ESCOLA MUNICIPAL JADER FIGUEIREDO DE ANDRADE SILVA","Recife","3","","ENGENHO DO MEIO","1","0"
"26171740","ESCOLA MUNICIPAL DA GUABIRABA","Recife","3","","BREJO DA GUABIRABA","1","0"
"26171767","ESCOLA MUNICIPAL CARLUCIO DE SOUZA CASTANHA JUNIOR","Recife","3","","COHAB","1","0"
"26172712","ESCOLA DE REFERENCIA EM ENSINO MEDIO GINASIO PERNAMBUCANO - AURORA","Recife","2","","BOA VISTA","1","0"
"26172720","COLEGIO MADRE DE DEUS ZONA NORTE","Recife","4","1","TAMARINEIRA","1","1"
"26172739","ESCOLA GERACAO ATUAL","Recife","4","1","CASA AMARELA","1","1"
"26172852","INVEST CENTRO EDUCACIONAL","Recife","4","1","PORTO DA MADEIRA","1","1"
"26172860","GRUPO GENESE DE ENSINO LTDA","Recife","4","1","PAISSANDU","1","1"
"26173042","NUCLEO DE MORADORES DO BAIRRO DA IPUTINGA E ADJA","Recife","4","","IPUTINGA","",""
"26173050","ESCOLA TECNICA ACADEMIA DE PROFISSOES","Recife","4","","ENGENHO DO MEIO","",""
"26173077","EDUCANDARIO NOSSA SENHORA DAS GRACAS","Recife","4","1","VARZEA","1","0"
"26173085","COLEGIO MILENIO","Recife","4","1","VARZEA","1","0"
"26173107","ESCOLA MARIA DE FATIMA FERREIRA LTDA","Recife","4","1","CORDEIRO","0","0"
"26173131","EDUCANDARIO ALEGRIA DO SABER SC LTDA","Recife","4","1","COHAB","1","0"
"26173140","EDUCANDARIO MONTE HOREBE LTDA","Recife","4","1","JARDIM SAO PAULO","1","0"
"26173158","ESCOLA JOAO FRANCISCO DE TORRES","Recife","4","1","SAN MARTIN","1","0"
"26173166","INSTITUTO SANTA RITA DE CASSIA-EXTENSAO","Recife","4","","IBURA","",""
"26173174","ESCOLA APRENDIZES DA ESPERANCA","Recife","4","","COHAB","",""
"26173182","LAR COMUNITARIO ROSA DE SAROM","Recife","4","","IBURA","",""
"26173190","ESCOLA DE ENFERMAGEM SAO CAETANO","Recife","4","1","IMBIRIBEIRA","1","0"
"26173204","SOCIEDADE DE SERVICOS EDUCACIONAIS MA LTDA-COLEGIO PROVIDENCIAL","Recife","4","","","",""
"26173212","ESCOLA PROFISSIONALIZANTE ANA NERI","Recife","4","1","AFOGADOS","1","0"
"26173220","ESCOLA CHAVE DO SABER","Recife","4","1","AFOGADOS","1","0"
"26173255","ESCOLA PEQUENO APRENDIZ","Recife","4","1","CORDEIRO","1","0"
"26173271","ESCOLA DOS ANJOS","Recife","4","1","SAN MARTIN","1","0"
"26173280","COLEGIO GRANDE PASSO","Recife","4","1","BOA VIAGEM","1","1"
"26173298","EDUCANDARIO DANVICTOR","Recife","4","1","COHAB","1","0"
"26173301","ESCOLA NOVO CONTATO","Recife","4","1","SAN MARTIN","1","0"
"26173310","COLEGIO ALFAMA","Recife","4","1","MADALENA","1","1"
"26173328","EDUCANDARIO PROFESSORA EUSA CARPINTERO","Recife","4","1","AREIAS","1","0"
"26173336","INSTITUTO ESCOLAR EDITE MARIA","Recife","4","1","TORROES","1","0"
"26173352","ESCOLA TIA MARINA","Recife","4","1","JARDIM SAO PAULO","1","0"
"26173379","SOCIEDADE EDUCACIONAL SABER VENCER","Recife","4","","","",""
"26173387","CENTRO EDUCACIONAL NOSSA SENHORA AUXILIADORA","Recife","4","2","BONGI","1","0"
"26173409","EDUCANDARIO ROZENTAL","Recife","4","","BONGI","",""
"26173425","SOCIEDADE ASSISTENCIA PRINCESA IZABEL","Recife","4","","IBURA","",""
"26175339","COLEGIO E CURSO ATITUDE","Recife","4","1","CASA AMARELA","1","0"
"26175347","ESCOLA MUNICIPAL FREI TADEU GLASER","Recife","3","","SANTO AMARO","1","0"
"26175355","ESCOLA MUNICIPAL PROFESSORA HELIA MARIA PEREIRA","Recife","3","","CAMPO GRANDE","1","0"
"26175363","ESCOLA MUNICIPAL CECILIA MEIRELLES","Recife","3","","MACAXEIRA","1","0"
"26175371","ESCOLA MUNICIPAL ANEXA CASA AMARELA","Recife","3","","MACAXEIRA","1","0"
"26175380","ESCOLA MUNICIPAL PEDRO ALCANTARA","Recife","3","","CORREGO DO JENIPAPO","1","0"
"26175398","ESCOLA MUNICIPAL MERCIA DE ALBUQUERQUE FERREIRA","Recife","3","","ILHA DO RETIRO","1","0"
"26175525","CENTRO DE EDUCACAO PROFISSIONAL JOAQUIM NABUCO UNIDADE II-RECIFE","Recife","4","","SANTO ANTONIO","",""
"26175878","CMEI CELESTE VIDAL","Recife","3","","BREJO DA GUABIRABA","0","0"
"26175908","CENTRO EDUCACIONAL CRISTO SALVA","Recife","4","2","AGUA FRIA","1","0"
"26175940","ESCOLA VISAO ATUAL","Recife","4","1","LINHA DO TIRO","1","0"
"26175975","ESCOLA BABY HOME","Recife","4","","ENCRUZILHADA","",""
"26176238","ESCOLA TECNICA ESTADUAL PROFESSOR LUCILO AVILA PESSOA","Recife","2","","IPUTINGA","1","0"
"26176378","ESCOLA COMUNITARIA INDIANELUZ","Recife","4","","PRADO","",""
"26176386","ASSOCIACAO DOS MORADORES DA VILA AEROMOCA","Recife","4","","","",""
"26176394","INSTITUTO EDUCACIONAL MUNDO DINAMICO","Recife","4","","MADALENA","",""
"26176424","ESCOLA MARAVILHA","Recife","4","1","ZUMBI","1","0"
"26176432","ESCOLA QUERER SABER","Recife","4","1","BARRO","1","0"
"26176459","EDUCANDARIO PATRICIA SOUZA","Recife","4","","VARZEA","",""
"26176467","EDUCANDARIO EVANDRA SANTOS","Recife","4","","VARZEA","",""
"26176483","ESCOLA CRESCER E TRANSFORMAR","Recife","4","1","BARRO","","0"
"26176491","EDUCANDARIO MAE RAINHA DO SAGRADO CORACAO","Recife","4","1","IPUTINGA","1","0"
"26176505","EDUCANDARIO LUZ DO MUNDO","Recife","4","1","ZUMBI","1","0"
"26176513","EDUCANDARIO DA WANDA","Recife","4","","IPUTINGA","",""
"26176521","PROJETO NOVO CORDEIRO","Recife","4","","CORDEIRO","",""
"26176530","EDUCANDARIO NOVA GERACAO 2000","Recife","4","","CORDEIRO","",""
"26176548","ESCOLA NOSSA SENHORA DA PIEDADE","Recife","4","1","SAN MARTIN","1","0"
"26176556","EDUCANDARIO MANOEL FILHO","Recife","4","","TORROES","",""
"26176564","ESCOLA PENA AZUL","Recife","4","1","BRASILIA TEIMOSA","0","0"
"26176572","ESCOLA PROFISSIONALIZANTE DE TECNICO DE ENFERMAGEM VITORIA","Recife","4","1","CORDEIRO","1","0"
"26176580","ESCOLA ARCA DE NOE","Recife","4","1","AFOGADOS","1","0"
"26176599","GRUPO COMUNITARIO DO COQUE","Recife","4","","ILHA JOANA BEZERRA","",""
"26176602","CENTRO EDUCACIONAL INFANCIA FELIZ","Recife","4","1","BRASILIA TEIMOSA","1","0"
"26176629","ESCOLA REI DAVID","Recife","4","1","AFOGADOS","1","0"
"26176637","ESCOLA FLORENCIO DE SANTANA","Recife","4","1","AFOGADOS","1","0"
"26176653","EDUCANDARIO SANTA TEREZINHA DO MENINO JESUS","Recife","4","1","AFOGADOS","1","0"
"26176661","BLOCO CARNAVALESCO DOS CORACOES DO SITIO CARDOSO","Recife","4","","MADALENA","",""
"26176670","ASSOCIACAO DOS MORADORES DO TOTO","Recife","4","","TOTO","",""
"26176688","ESCOLA ASSOCIACAO DOS MORADORES UNIDOS DOS TORROES","Recife","4","","TORROES","",""
"26176700","EDUCANDARIO FILIPE SANTOS","Recife","4","","COQUEIRAL","",""
"26176718","EDUCANDARIO VIRGINIA MERANDOLINA","Recife","4","","ZUMBI","",""
"26176726","EDUCANDARIO SAO JORGE","Recife","4","1","COQUEIRAL","1","0"
"26176742","ESCOLA OPCAO","Recife","4","1","IBURA","1","0"
"26176769","INSTITUTO GERACAO FUTURO","Recife","4","","","",""
"26176793","CENTRO EDUCACIONAL ATUALIDADE","Recife","4","","AFOGADOS","",""
"26176807","ESCOLA FRATERNAL MARIA DE NAZARE","Recife","4","1","CACOTE","1","0"
"26177714","ESCOLA POLITECNICA DE SAUDE DO IMIP","Recife","4","1","COELHOS","1","0"
"26177820","CRECHE MUNICIPAL VILA DOS MILAGRES","Recife","3","","COHAB","1","0"
"26177870","EDUCANDARIO NOSSA SENHORA APARECIDA","Recife","4","1","VARZEA","1","0"
"26177919","ABSOLUTO COLEGIO E CURSO","Recife","4","","AREIAS","",""
"26177951","ESCOLA MUNICIPAL GOVERNADOR MIGUEL ARRAES DE ALENCAR","Recife","3","","ESTANCIA","1","0"
"26177960","ESCOLA MUNICIPAL POETA SOLANO TRINDADE","Recife","3","","AGUA FRIA","1","0"
"26177978","ESCOLA MUNICIPAL NOVA MORADA","Recife","3","","CAXANGA","1","0"
"26178060","ESCOLA TEMPO DE CRESCER","Recife","4","1","COHAB","1","0"
"26178133","COLEGIO INCENTIVO","Recife","4","1","BARRO","1","0"
"26178141","EDUCANDARIO SANTA INES","Recife","4","","IPUTINGA","",""
"26178150","ESCOLA TEREZA GALDINO","Recife","4","1","AFOGADOS","1","0"
"26178206","ESCOLA BEM QUERER LTDA","Recife","4","1","BOA VIAGEM","1","1"
"26178230","ESCOLA TECNICA ESTADUAL CICERO DIAS","Recife","2","","BOA VIAGEM","1","0"
"26178249","CENTRO EDUCACIONAL UNIARTE","Recife","4","","IPSEP","",""
"26178257","EDUCANDARIO EXODO","Recife","4","","IPSEP","",""
"26178265","EDUCANDARIO VOVO RITA","Recife","4","1","NOVA DESCOBERTA","1","0"
"26178273","ASSOCIACAO DE MORADORES BOLO DE NOIVA","Recife","4","2","MACAXEIRA","1","1"
"26178281","COLEGIO E CURSO RAIO DE SOL","Recife","4","1","BREJO DA GUABIRABA","1","0"
"26178311","INSTITUTO EVANGELICO RENASCER","Recife","4","1","VASCO DA GAMA","1","0"
"26178419","COLEGIO REINO DE JUDA","Recife","4","1","CORDEIRO","1","0"
"26178974","EDUCANDARIO EVANGELICO IDEAL","Recife","4","1","CASA AMARELA","1","0"
"26179016","COLEGIO ETHOS","Recife","4","1","POCO DA PANELA","1","1"
"26179059","CRECHE BENEFICENTE SANT","Recife","4","2","IMBIRIBEIRA","1","0"
"26179067","CENTRO DE ASSISTENCIA S MANOEL A CASMAP","Recife","4","","JIQUIA","",""
"26179075","CLUBE DE MAES AMOR MATERNO","Recife","4","","","",""
